Trial ,Well ,Dose ,Minute ,TD ,MV 
3,B2,3,11,111.103,1.88842
1,A5,3,17,110.357,1.87573
1,B1,3,18,109.662,1.84303
3,A6,3,13,107.22,1.8101
3,B2,3,22,106.915,1.80903
3,A4,3,17,106.162,1.78922
1,A1,3,6,105.308,1.77085
3,A6,3,18,103.216,1.74153
3,A5,3,12,102.718,1.73313
1,A1,3,17,102.234,1.73964
3,A2,3,9,101.163,1.70401
3,A2,3,10,100.8,1.70846
3,A5,3,9,100.518,1.69315
3,A3,3,16,96.4794,1.63154
3,B2,3,20,94.7029,1.60059
3,A4,3,9,94.2039,1.58501
3,B2,3,3,93.8399,1.57977
3,A1,3,15,93.0475,1.5735
1,A4,3,6,91.7115,1.54048
3,B1,3,6,91.459,1.57776
3,A1,3,2,91.0022,1.53114
3,A1,3,22,90.4717,1.52908
3,A4,3,16,88.8277,1.49708
3,A4,3,12,88.5958,1.49485
3,A2,3,7,88.5551,1.49332
3,A4,3,7,88.2362,1.48794
1,A3,3,7,87.3777,1.70104
3,A6,3,14,86.7518,1.4787
1,A1,3,8,86.3846,1.51108
3,A4,3,18,85.7372,1.4581
3,A3,3,17,85.0583,1.43194
3,B2,3,19,83.7612,1.49127
3,A1,3,20,82.419,1.39141
3,A4,3,1,82.1402,1.84031
3,B1,3,7,82.0837,1.38419
1,B3,3,10,79.1987,1.32882
3,A4,3,13,77.2501,1.30857
3,A4,3,8,76.9796,1.3099
3,A6,3,17,75.7383,1.27504
1,A4,3,18,74.6632,1.25764
3,A5,3,1,74.658,1.67268
3,A6,3,15,73.6539,1.24344
1,A4,3,19,72.48,1.22362
1,B1,3,7,71.9561,1.40629
3,A5,3,23,71.5104,1.21202
1,B1,3,8,71.1505,1.2446
3,B2,3,13,70.6055,1.19063
1,A1,3,7,69.8717,1.362
3,A5,3,10,68.0915,1.15932
1,B1,3,1,68.0597,1.14577
3,A2,3,8,67.2021,1.14352
1,A1,3,9,66.2487,1.12031
3,B1,3,18,65.5232,1.10431
3,B1,3,10,65.509,1.1103
3,B1,3,8,65.1731,1.109
3,A4,3,11,64.6641,1.09413
3,B2,3,9,64.4246,1.08397
3,A5,3,11,64.1921,1.09107
3,A6,3,1,64.1159,1.43648
1,B3,3,9,64.012,1.08616
3,A5,3,22,63.9156,1.07782
3,A1,3,10,63.2483,1.07199
1,A4,3,9,60.8356,1.02646
1,B3,3,6,60.4026,1.01459
1,A4,3,10,60.3629,1.01279
3,B1,3,9,59.3072,0.997862
3,B2,3,24,59.0912,1.01009
3,B2,3,15,58.5354,0.988207
3,A1,3,9,57.6327,0.96969
3,A6,3,8,54.8263,0.932934
3,B1,3,25,54.4789,0.941985
3,B2,3,14,53.7505,0.916189
3,B2,3,18,53.07,0.894427
3,A5,3,19,51.7655,0.920535
1,B3,3,7,50.5159,0.985982
1,B3,3,20,49.8713,0.848137
3,B2,3,10,49.3238,0.83693
1,B1,3,17,48.9083,0.82754
3,B2,3,12,48.2819,0.813728
1,B3,3,8,48.1265,0.841851
1,A3,3,6,44.3823,0.745493
1,A4,3,8,44.2838,0.772831
1,B2,3,5,44.119,0.737765
3,B2,3,17,43.8353,0.738787
3,B1,3,16,42.444,0.71534
3,B1,3,23,40.3027,0.683088
3,A6,3,6,39.6645,0.684254
1,A4,3,7,38.9537,0.758336
3,A6,3,16,38.115,0.642378
1,B2,3,6,37.3411,0.627222
3,A1,3,19,34.7616,0.618159
3,A1,3,8,34.5581,0.588047
1,B1,3,15,32.0688,0.600156
3,B2,3,16,31.1204,0.524493
3,B2,3,8,30.2268,0.514345
3,B2,3,4,28.3412,0.510032
1,B2,3,9,28.2764,0.476027
1,B1,3,16,27.1765,0.460612
3,A5,3,16,26.9944,0.454955
3,A5,3,18,25.7219,0.433508
1,B2,3,8,24.5692,0.427781
1,B2,3,10,24.3641,0.40833
3,A1,3,18,23.7971,0.401068
3,B2,3,5,23.7036,0.404261
1,B2,3,7,23.6097,0.459625
3,B1,3,17,22.2492,0.374561
3,A6,3,7,21.2445,0.35825
1,B2,3,11,20.8353,0.351153
3,A1,3,1,19.5872,0.442476
3,B2,3,6,19.5184,0.336713
3,B2,3,7,19.1013,0.322109
3,A5,3,17,16.2607,0.273746
3,A1,3,6,15.6113,0.269311
3,A1,3,7,13.7319,0.231564
3,A1,3,17,7.84537,0.132075
3,B2,3,25,5.87295,0.101373
3,B1,3,24,5.28003,0.0902555
3,A1,3,4,4.88593,0.087928
3,A1,3,3,3.98745,0.0671279
3,A1,3,5,1.10439,0.0188354
3,A1,3,16,0.570619,0.00961699
1,B5,4,21,661.328,11.3499
1,C2,4,22,642.585,11.0535
1,C4,4,22,604.502,10.3924
1,B5,4,13,580.153,9.83852
1,C4,4,24,567.784,9.58543
1,C2,4,12,559.647,9.50689
1,C4,4,25,558.352,9.46346
1,C1,4,18,549.476,9.25549
1,C1,4,19,548.803,9.23379
1,C4,4,14,546.207,9.43349
1,B5,4,25,544.458,9.33343
1,C4,4,13,537.513,9.20911
1,C2,4,24,536.84,9.16618
1,C1,4,20,519.491,8.82475
1,C2,4,13,514.742,8.76393
1,B5,4,14,509.849,8.78029
1,C4,4,23,509.823,8.74469
1,C1,4,13,505.001,8.67688
1,C2,4,11,497.774,8.47502
1,C1,4,17,495.171,8.39735
1,C2,4,5,494.426,8.26787
1,C2,4,23,494.112,8.4607
1,B5,4,22,490.149,8.50941
1,C4,4,15,479.277,9.06564
1,B6,4,22,477.493,8.28012
1,C1,4,14,476.044,8.19812
1,C2,4,4,473.002,7.94949
1,C2,4,2,471.113,7.90448
1,C1,4,12,467.596,7.89403
1,B5,4,24,464.423,7.95235
3,C1,4,3,457.923,7.70903
1,C2,4,25,457.101,7.72119
1,C2,4,14,456.911,7.94155
3,B5,4,11,455.973,7.74137
1,C4,4,5,453.924,7.62034
1,B6,4,9,451.042,7.61027
1,C1,4,21,447.615,7.69528
1,C2,4,15,447.578,8.42883
1,B6,4,10,445.816,7.47166
3,C4,4,22,440.706,7.59827
1,B6,4,24,433.689,7.37556
1,B5,4,15,426.036,8.10971
1,C1,4,15,423.437,7.99428
1,C2,4,3,423.433,7.11642
3,C4,4,12,419.267,7.05036
3,C4,4,14,418.089,7.12641
1,B4,4,14,414.681,7.22431
3,C4,4,11,407.676,6.91357
1,C2,4,1,405.761,6.83089
1,B5,4,20,404.304,6.96265
1,C1,4,24,402.881,6.95411
1,C1,4,25,401.354,6.82565
1,B6,4,8,400.166,6.97549
1,C4,4,21,389.154,6.75214
1,C4,4,4,389.057,6.53137
3,C4,4,5,381.327,6.5035
3,C4,4,6,379.848,6.71496
1,C1,4,4,365.215,6.15177
1,C4,4,2,357.364,5.96262
1,C1,4,5,356.974,5.99948
1,C4,4,3,355.184,5.9694
1,B6,4,6,353.893,5.9644
1,B5,4,10,350.774,5.88539
1,B6,4,25,350.472,6.008
1,C1,4,16,349.501,5.93036
1,B6,4,23,347.233,6.00395
3,B5,4,4,346.285,6.2318
1,C3,4,19,345.586,5.8474
1,B6,4,18,340.215,5.73067
1,B6,4,19,338.401,5.70651
1,B6,4,7,336.632,6.58762
1,C1,4,2,335.298,5.60067
1,C4,4,12,334.635,5.6685
1,C1,4,23,333.539,5.70469
1,B5,4,11,333.417,5.65744
1,B5,4,9,332.934,5.61748
3,C4,4,24,326.207,5.58248
1,B5,4,23,324.301,5.53722
1,C1,4,3,324.077,5.51769
1,B6,4,21,323.661,5.64189
3,B5,4,3,319.673,5.38163
1,B4,4,11,318.746,5.4085
1,B4,4,23,316.958,5.39954
1,C3,4,20,315.525,5.3782
1,C5,4,10,314.495,5.25319
3,C4,4,13,304.327,5.13192
1,C1,4,8,300.21,5.2453
3,C1,4,2,296.903,4.9955
1,B6,4,3,295.825,4.97178
3,C1,4,20,294.985,4.9856
3,B5,4,21,293.06,5.03533
1,B6,4,11,291.79,5.0049
1,B6,4,17,290.418,4.92505
1,B6,4,20,289.737,4.93023
1,C2,4,9,286.225,4.81854
1,B6,4,12,285.534,4.83403
1,B6,4,13,285.412,4.82109
1,B4,4,15,283.223,5.41182
1,B6,4,15,283.102,5.34821
1,C3,4,10,283.059,4.77866
1,B6,4,14,282.872,4.86585
3,C4,4,23,281.679,4.77415
3,B6,4,23,280.929,4.75608
1,B5,4,12,280.648,4.70091
3,B5,4,2,270.676,4.55933
3,B5,4,1,269.902,6.04701
1,C3,4,17,268.708,4.57759
3,B6,4,21,266.917,4.52906
1,C1,4,6,266.705,4.47987
1,B6,4,2,265.86,4.44576
1,B5,4,19,262.705,4.46013
3,C1,4,4,261.492,4.70585
3,B5,4,12,258.782,4.34678
1,B4,4,10,253.844,4.25431
3,C4,4,25,253.498,4.38066
3,B6,4,20,252.131,4.28545
3,B6,4,15,250.897,4.24523
3,C1,4,11,246.851,4.19096
3,C1,4,21,243.56,4.11878
1,C2,4,21,243.503,4.15056
1,C1,4,1,240.222,4.04408
3,C4,4,1,240.134,5.38006
1,C4,4,19,239.164,4.03759
1,C1,4,10,237.994,3.97978
1,B6,4,1,237.9,4.005
1,B6,4,4,235.838,3.95253
3,C4,4,10,235.199,3.98636
3,B6,4,24,233.842,4.00637
1,C3,4,21,230.61,3.93526
3,B6,4,22,228.78,3.86666
1,B6,4,5,228.551,3.82614
3,B5,4,5,227.986,3.89271
3,B5,4,14,225.595,3.85408
3,B5,4,17,224.803,3.78452
1,C5,4,9,223.11,3.75601
3,B6,4,16,222.661,3.75267
3,B6,4,25,221.014,3.81493
3,B6,4,5,219.062,3.73608
3,C4,4,4,218.043,3.92393
3,C4,4,7,215.978,3.64208
1,C4,4,20,215.905,3.68434
1,C3,4,9,215.729,3.64814
3,B6,4,14,212.722,3.65496
1,B5,4,16,212.104,3.60307
1,C3,4,18,211.923,3.60613
3,B5,4,20,208.425,3.53858
1,B5,4,17,207.052,3.5113
3,B5,4,15,205.661,3.47983
1,C5,4,11,205.659,3.46223
1,B5,4,8,204.843,3.57072
1,B5,4,18,204.799,3.45745
1,C1,4,7,202.283,3.93796
1,C1,4,9,199.054,3.3548
3,B3,4,21,198.591,4.38061
1,C1,4,11,198.412,3.35528
3,B6,4,13,198.087,3.37069
3,B5,4,19,197.661,3.54438
1,C3,4,7,197.527,3.84538
3,B6,4,12,195.618,3.31176
1,C3,4,8,194.015,3.38196
1,C3,4,6,193.24,3.2495
3,B6,4,8,193.043,3.28485
3,B6,4,10,193.018,3.27514
3,B3,4,5,189.967,3.20886
3,B4,4,22,189.558,3.20376
1,C4,4,1,188.068,3.17678
3,B3,4,6,187.898,3.16323
3,B6,4,9,187.893,3.16136
3,B6,4,7,186.94,3.15241
3,B4,4,24,186.896,3.32353
3,B5,4,18,186.148,3.13728
3,B6,4,19,185.637,3.31688
3,B6,4,11,185.576,3.15065
3,C2,4,12,184.865,3.12268
3,B4,4,20,183.533,3.07593
3,B5,4,23,183.246,3.10231
3,B6,4,6,183.026,3.15739
1,B6,4,16,181.616,3.0992
3,B6,4,17,181.263,3.05495
1,C1,4,22,180.854,3.05837
1,C3,4,11,179.939,3.04632
3,C2,4,24,179.456,3.07459
3,C3,4,6,178.603,3.00674
1,B4,4,12,178.528,2.9954
3,B4,4,23,178.304,3.0017
3,C2,4,23,176.587,2.99296
3,C2,4,18,175.742,2.9619
1,C3,4,25,175.587,3.07503
3,C1,4,22,175.482,2.95919
3,C3,4,15,173.291,2.93378
3,C3,4,7,172.862,2.91664
3,C2,4,25,171.741,2.97468
3,B4,4,25,169.804,2.86505
3,C2,4,14,168.291,2.87509
1,C3,4,24,168.11,2.86059
1,C2,4,20,163.944,2.78497
1,C3,4,23,163.887,2.76988
3,C3,4,8,163.59,2.77738
3,C3,4,14,163.354,2.76554
3,C3,4,10,163.162,2.75144
3,C1,4,19,162.715,2.89353
1,C3,4,13,162.361,2.73639
3,C2,4,19,162.151,2.88692
3,B6,4,18,161.665,2.74005
1,B4,4,25,161.262,2.73631
1,C3,4,22,161.054,2.73432
3,C3,4,13,159.401,2.7078
1,C2,4,6,156.404,2.63895
3,C1,4,12,155.588,2.61342
1,C3,4,15,154.324,2.89174
3,C3,4,12,153.071,2.5654
3,C3,4,11,151.787,2.54673
3,B5,4,10,150.876,2.56444
1,B5,4,7,150.535,2.93056
3,C2,4,20,148.757,2.51843
1,C3,4,14,148.585,2.54859
3,C3,4,9,147.336,2.64513
3,C2,4,11,145.823,2.47015
3,B4,4,21,143.68,3.16937
1,C3,4,16,143.631,2.43715
3,B4,4,16,143.595,2.4283
1,B4,4,13,143.392,2.44277
1,C4,4,16,139.113,2.37122
3,C1,4,18,138.662,2.33697
3,C2,4,17,138.558,2.3326
3,B4,4,11,136.901,2.29696
3,B3,4,13,136.037,2.31091
3,B5,4,16,135.421,2.28235
1,C3,4,5,134.971,2.257
1,C3,4,12,134.943,2.27428
3,C2,4,15,133.255,2.24963
1,C3,4,4,132.989,2.22884
3,B3,4,4,132.659,2.27023
3,B4,4,14,132.119,2.23674
3,B5,4,9,132.072,2.22215
3,C2,4,7,132.002,2.22597
1,B4,4,9,131.282,2.22634
1,B4,4,22,130.562,2.3384
3,B5,4,22,129.109,2.17719
3,C2,4,21,128.812,2.18077
3,B4,4,15,127.463,2.15792
3,C1,4,23,127.377,2.15647
3,B4,4,12,126.7,2.12343
3,B3,4,7,126.31,2.13119
3,B5,4,8,126.183,2.14715
3,B4,4,13,125.854,2.13792
3,C1,4,1,125.508,2.84165
1,C2,4,18,125.307,2.13104
3,B4,4,17,125.107,2.12163
1,C2,4,7,125.016,2.44646
3,C2,4,5,124.904,2.13023
3,B6,4,4,124.064,2.23268
1,C2,4,10,123.705,2.06631
3,B4,4,19,122.287,2.05406
1,C4,4,17,121.862,2.06895
3,B3,4,12,120.663,2.02226
3,B6,4,1,120.573,2.70137
3,B5,4,24,120.414,2.05833
3,C1,4,10,119.635,2.02997
3,B5,4,7,118.966,2.00614
3,C2,4,10,118.963,2.02086
3,C2,4,16,118.689,2.00035
3,B4,4,18,116.742,1.98989
1,B4,4,8,116.649,2.03101
3,B5,4,6,116.286,2.00606
3,B3,4,3,115.17,2.00875
3,B3,4,20,114.882,1.92537
3,C2,4,9,114.214,1.92601
3,B4,4,10,113.423,1.91267
1,C3,4,3,111.824,1.87517
3,B6,4,3,110.678,1.86324
1,C2,4,17,110.276,1.86696
3,B3,4,10,109.007,1.83821
3,B4,4,6,106.935,1.80023
3,B3,4,11,106.251,1.7827
3,B5,4,13,105.907,1.78593
3,C2,4,13,104.952,1.77582
3,C2,4,4,104.782,1.88567
3,B3,4,14,104.461,1.7685
3,C1,4,13,103.219,1.7406
3,B6,4,2,102.978,1.73264
3,C2,4,8,101.686,1.73031
1,B4,4,3,99.3656,1.66626
3,B3,4,19,99.1789,1.66592
3,B3,4,18,98.3946,1.67716
3,C3,4,16,96.5164,1.63216
3,B3,4,2,96.3738,1.65116
1,C4,4,11,96.3581,1.63224
3,C2,4,6,96.173,1.65909
3,C1,4,24,95.5655,1.63357
1,C5,4,8,95.222,1.65794
3,B3,4,9,91.9595,1.65095
3,B5,4,25,91.8608,1.58561
1,B5,4,1,89.2846,1.50309
1,B4,4,4,89.0312,1.49212
3,C2,4,3,87.9444,1.48052
3,B4,4,7,86.8843,1.46597
1,B4,4,16,84.1213,1.44702
1,C3,4,2,83.7964,1.39814
3,B4,4,9,83.403,1.49734
1,B4,4,17,82.3051,1.40132
3,B3,4,15,81.6007,1.38148
1,C5,4,7,80.9507,1.57591
3,B3,4,1,80.9373,1.37102
3,B3,4,17,80.9261,1.37238
1,C4,4,18,79.7021,1.34554
3,C3,4,2,77.8558,1.33389
3,C2,4,2,76.1356,1.28101
1,B4,4,5,74.7438,1.24849
1,C3,4,1,74.0815,1.24715
3,C1,4,9,73.7513,1.24089
3,C3,4,22,73.655,1.24486
3,B4,4,8,72.2143,1.22603
1,B4,4,18,72.164,1.21418
1,C2,4,8,71.5889,1.24645
3,C3,4,17,71.524,1.21294
1,C4,4,6,70.3524,1.18171
1,B5,4,6,68.8562,1.15658
3,C3,4,25,64.9663,1.09615
3,C1,4,25,61.106,1.05475
3,C1,4,14,58.8491,1.0031
3,C3,4,18,58.371,0.994947
3,B3,4,16,56.5836,0.956868
3,C3,4,23,56.5603,0.95218
1,C2,4,19,56.4282,0.95049
3,C3,4,3,55.0102,0.959467
1,B4,4,21,54.7999,0.934076
3,C3,4,24,54.7155,0.972994
3,B3,4,8,53.8049,0.913483
3,C3,4,4,52.8728,0.904828
3,C1,4,17,52.1839,0.878506
3,C3,4,19,51.9333,0.872328
3,C3,4,5,51.9099,0.876845
1,B5,4,2,51.4725,0.858817
3,C1,4,15,50.2919,0.849035
1,C2,4,16,48.5048,0.822105
1,B4,4,24,48.2167,0.810353
1,B5,4,3,47.3951,0.794764
3,C2,4,1,47.2279,1.06608
3,C1,4,8,47.0979,0.801427
3,C3,4,20,46.6441,0.781734
1,B4,4,19,46.6297,0.785441
1,C4,4,9,40.768,0.68632
1,C4,4,10,39.1668,0.654954
1,C5,4,21,39.0625,0.660574
1,C5,4,1,37.4356,0.63022
1,B5,4,5,37.2604,0.622383
3,C3,4,21,36.849,0.812832
1,B5,4,4,36.498,0.611688
1,B4,4,20,36.1854,0.61749
1,B4,4,2,35.6678,0.595117
1,C5,4,5,34.918,0.583255
3,C1,4,16,33.3701,0.562409
3,C1,4,6,32.2895,0.557028
1,C4,4,7,28.8809,0.562241
1,C5,4,18,28.0326,0.471126
3,C2,4,22,26.6351,0.449151
1,C5,4,4,25.5595,0.428364
1,C4,4,8,23.867,0.416038
3,C1,4,7,22.2434,0.375093
1,B4,4,7,21.1376,0.411499
1,C5,4,2,18.3081,0.30547
3,C1,4,5,17.7083,0.302015
1,C5,4,22,17.3519,0.293101
1,C5,4,3,14.1814,0.237807
3,B4,4,4,11.2656,0.192791
1,C5,4,6,10.0052,0.168057
1,C5,4,20,9.40345,0.159378
1,B4,4,6,7.50273,0.126024
1,C5,4,23,7.08073,0.11927
3,B4,4,1,6.98465,0.118315
3,B4,4,3,5.97095,0.104143
1,B4,4,1,5.30288,0.0892729
3,B4,4,5,4.94223,0.0834824
1,C5,4,24,4.49132,0.0753146
3,B4,4,2,4.41972,0.0757223
3,C3,4,1,3.38987,0.0574224
1,C5,4,19,3.34775,0.0563267
1,C5,4,12,2.80855,0.0470439
1,C5,4,17,2.25328,0.0381259
1,C5,4,25,1.65043,0.0277848
1,C5,4,13,1.56066,0.0261268
1,C5,4,15,0.612862,0.0114697
1,C5,4,14,0.520786,0.00886175
3,B3,4,22,0.453751,0.00766888
1,C5,4,16,0,0
3,B3,4,23,0,0
3,B3,4,24,0,0
3,B3,4,25,0,0
1,B2,5,15,844.684,14.2842
1,B2,5,14,797.395,13.5379
1,B2,5,17,796.903,13.5105
1,B2,5,18,785.452,13.2192
1,B2,5,16,768.941,13.7187
1,B2,5,19,682.09,12.3939
1,B2,5,13,651.755,11.0684
3,A1,5,13,578.049,10.0645
3,B1,5,11,522.775,8.82557
1,A2,5,9,497.013,8.33204
1,A2,5,10,491.104,8.21691
3,A1,5,20,483.517,8.172
3,A3,5,18,482.469,8.23315
3,A4,5,3,466.933,8.17258
3,A4,5,24,464.296,8.29583
1,A2,5,8,443.034,7.42091
3,A4,5,25,440.945,7.43991
3,B1,5,21,434.67,9.63779
3,A1,5,6,425.429,7.18619
3,A4,5,1,405.935,6.87628
1,A2,5,7,379.365,6.38116
3,A4,5,11,371.705,6.25056
3,B1,5,23,362.289,6.10933
3,A3,5,13,355.598,6.06124
3,A4,5,14,347.161,5.89399
3,A3,5,6,343.805,5.79438
3,A3,5,7,338.561,5.71885
3,A2,5,21,324.611,7.16042
1,A2,5,6,320.549,5.40395
2,A4,5,16,319.715,5.40356
3,A1,5,21,318.488,7.13022
1,A2,5,11,311.486,5.28084
2,A1,5,14,308.165,5.52259
3,A3,5,16,306.695,5.22471
3,A4,5,13,302.124,5.19702
2,A1,5,13,301.213,5.20822
3,B1,5,13,301.19,5.15142
1,B2,5,5,301.091,5.07592
1,A2,5,1,299.336,5.26528
2,B3,5,20,297.804,5.01347
2,A5,5,19,292.589,4.95067
2,A3,5,23,287.954,4.97897
3,A4,5,15,284.103,4.80979
3,A6,5,23,283.533,4.77321
2,B3,5,19,283.199,4.77563
2,B3,5,10,281.342,4.75501
3,B1,5,25,276.727,4.66913
1,B1,5,17,274.073,4.64656
2,B3,5,21,271.878,4.60803
2,A5,5,13,270.332,4.72877
1,B1,5,16,269.897,4.81522
1,B1,5,18,269.525,4.53613
2,A5,5,20,269.265,4.67467
3,B1,5,24,266.652,4.76157
3,A5,5,21,263.642,5.81554
1,B1,5,19,261.143,4.74511
2,A5,5,21,260.687,4.48167
3,A4,5,21,259.475,5.73628
1,B1,5,21,257.729,4.33152
3,A2,5,22,255.811,4.32351
3,A4,5,16,255.504,4.35759
2,B3,5,9,250.503,4.25537
2,A5,5,14,250.405,4.47412
2,A1,5,12,249.263,4.65905
2,A5,5,24,247.594,4.32598
3,A2,5,20,247.333,4.14519
2,A5,5,23,244.093,4.21571
2,A1,5,15,244.077,5.0498
1,B1,5,25,243.785,4.12839
2,A5,5,11,243.565,4.20175
2,B3,5,23,243.411,4.11393
1,B1,5,13,243.048,4.12756
2,A5,5,25,242.21,4.23191
2,A5,5,22,240.92,4.18258
2,A4,5,6,239.352,4.02266
2,A5,5,3,237.962,4.01054
2,A4,5,18,237.354,4.04117
2,A2,5,20,237.146,4.01709
2,A3,5,25,237.106,4.09032
2,A4,5,19,236.551,4.08076
1,B1,5,20,236.261,3.97294
2,A3,5,5,236.091,3.99923
2,A3,5,24,234.674,4.01604
2,A5,5,4,233.802,3.97617
2,B3,5,25,232.796,4.00676
2,A4,5,14,231.476,4.16818
2,A2,5,11,231.435,4.0413
2,A2,5,5,230.302,3.90998
3,A4,5,5,230.075,3.89953
1,A2,5,2,230.024,3.85187
1,B2,5,25,228.824,3.87176
2,B2,5,24,228.317,3.87629
3,A4,5,12,227.245,3.81279
2,A5,5,5,224.073,3.81504
2,A5,5,2,222.111,3.75817
1,B1,5,7,220.515,3.70919
2,A3,5,22,218.929,3.8074
2,B1,5,24,218.161,3.67475
2,A4,5,20,218.04,3.75926
2,A2,5,19,217.732,3.70078
2,B1,5,25,216.87,3.6966
2,A3,5,14,216.419,3.82812
2,A1,5,5,214.642,3.61955
2,B3,5,22,212.8,3.63963
3,A4,5,2,211.097,3.61669
3,A3,5,14,210.486,3.56349
2,A4,5,22,209.867,3.58334
2,A5,5,18,209.114,3.54627
2,A6,5,11,208.064,3.63109
2,B1,5,13,206.882,3.53237
2,A2,5,13,206.606,3.62887
2,A4,5,17,206.444,3.57164
2,A2,5,24,205.99,3.50716
1,B2,5,2,205.89,3.44773
3,B1,5,15,205.484,3.48273
2,A1,5,4,205.283,3.48917
2,B1,5,5,203.709,3.43904
2,A5,5,10,203.645,3.49101
2,A1,5,3,203.453,3.41933
3,A5,5,22,203.295,3.43593
2,B3,5,11,203.057,3.47496
2,B3,5,24,202.732,3.47138
2,A2,5,18,202.654,3.42123
2,A2,5,15,202.054,4.20939
2,A4,5,24,201.528,3.50886
2,A1,5,11,201.52,3.45458
3,A5,5,20,201.507,3.37717
2,A4,5,9,201.489,3.46394
2,A2,5,12,201.3,3.71625
1,B2,5,10,199.935,3.34334
2,A4,5,10,199.535,3.40692
2,A5,5,15,199.391,4.11676
2,A3,5,4,198.822,3.3415
2,A2,5,14,198.219,3.53746
2,A6,5,4,197.835,3.3493
1,A4,5,5,196.293,3.2953
2,A6,5,13,195.077,3.39653
2,B2,5,25,194.658,3.36191
2,B2,5,23,194.027,3.31288
3,A6,5,25,193.435,3.26377
2,A4,5,5,192.867,3.28746
2,A4,5,13,192.61,3.41301
2,A4,5,11,192.435,3.36812
2,A4,5,23,192.34,3.31234
1,A2,5,3,192.151,3.21409
2,A3,5,15,191.178,3.91218
2,A2,5,25,190.789,3.33737
1,A1,5,11,190.577,4.0519
3,A2,5,23,190.31,3.20383
2,A6,5,14,190.2,3.39235
2,A3,5,3,189.919,3.2171
2,A2,5,4,189.805,3.22063
3,A3,5,20,189.427,3.18538
2,A3,5,21,188.462,3.18344
2,A5,5,12,188.051,3.50401
2,B3,5,8,188.001,3.19002
2,A6,5,2,187.719,3.16021
3,A6,5,12,187.027,3.14679
2,A6,5,12,186.504,3.41369
2,A2,5,22,186.389,3.24526
3,A5,5,11,186.261,3.12515
3,A6,5,22,185.856,3.14119
1,A2,5,4,184.931,3.10023
2,B1,5,23,184.342,3.17098
1,B2,5,9,183.772,3.0808
1,B2,5,12,183.493,3.0995
2,A6,5,5,183.284,3.09772
2,A3,5,13,182.534,3.12376
2,B1,5,22,181.779,3.10198
2,A6,5,3,181.591,3.0519
2,A2,5,23,181.36,3.14675
2,A2,5,21,181.002,3.05742
2,A4,5,25,180.863,3.12727
3,A3,5,23,179.891,3.03354
2,A4,5,15,178.509,3.70859
2,A5,5,9,178.226,3.08879
2,B3,5,7,177.436,2.97375
2,B3,5,14,176.958,3.11175
2,A2,5,3,176.769,2.99944
1,A4,5,2,175.996,2.94961
2,B3,5,18,175.915,2.97652
2,A6,5,10,175.426,2.96491
2,B1,5,14,175.257,3.07463
2,A4,5,8,175.192,2.99811
2,A6,5,9,175.156,2.96368
2,A4,5,4,174.621,2.94798
3,A5,5,6,174.292,2.94408
1,B1,5,6,174.134,2.93563
3,A4,5,23,174.044,2.93
2,B3,5,13,173.305,2.95906
1,B2,5,8,172.813,2.89465
3,A6,5,13,171.844,2.92911
2,B1,5,12,171.7,3.10858
1,B2,5,11,171.07,2.90026
1,B2,5,3,170.913,2.85884
3,A3,5,19,168.542,2.83101
3,A4,5,4,168.485,2.88333
1,B1,5,14,167.703,2.8472
3,A6,5,3,166.683,2.90722
1,B1,5,8,166.318,2.78586
2,B3,5,12,166.167,3.01569
1,A1,5,10,165.569,2.78263
1,B1,5,12,165.56,2.79658
2,A6,5,22,165.52,2.82775
3,A2,5,19,165.371,2.77775
2,A6,5,7,165.366,2.76837
2,A6,5,8,165.021,2.79693
2,B3,5,17,164.833,2.77961
2,A5,5,17,163.325,2.75108
2,A4,5,12,163.308,3.07157
2,A4,5,2,162.493,2.73247
3,A6,5,16,161.879,2.73748
2,A5,5,1,161.506,2.7098
1,B1,5,9,161.159,2.70171
3,B1,5,22,160.91,2.71956
