Trial ,Well ,Dose ,Minute ,TD ,MV 
2,A2,5,1,160.43,2.70081
2,A2,5,2,159.861,2.67621
2,B1,5,15,158.907,3.22541
2,B1,5,4,158.846,2.66814
2,A6,5,21,158.516,2.67458
3,A6,5,15,158.497,2.68331
2,A4,5,7,158.023,2.64543
3,A1,5,15,157.979,2.6806
2,A4,5,21,157.381,2.69177
1,B2,5,24,156.746,3.15697
2,A5,5,16,156.696,2.64537
1,B1,5,10,156.223,2.61238
2,A4,5,3,155.839,2.63981
2,A6,5,6,155.369,2.6112
2,B3,5,15,154.859,3.17331
1,B2,5,7,154.713,2.60237
1,B1,5,11,154.646,2.62182
2,B1,5,21,154.587,2.59953
2,A1,5,2,153.803,2.57479
2,B3,5,6,152.283,2.55935
3,A5,5,23,151.369,2.54827
1,A2,5,5,150.546,2.53797
1,B1,5,15,150.406,2.54347
2,A5,5,8,149.754,2.55841
2,A4,5,1,149.431,2.50439
2,A1,5,1,149.385,2.50922
3,B1,5,14,149.09,2.52405
2,A6,5,1,148.071,2.48161
2,A3,5,2,146.399,2.48552
1,B2,5,20,146.231,2.45901
2,B1,5,3,146.216,2.45463
2,B3,5,5,145.366,2.4527
2,B3,5,4,145.083,2.43424
2,A6,5,25,145.06,2.46697
3,A3,5,17,144.413,2.45319
2,A5,5,6,142.259,2.39088
1,B1,5,22,140.487,2.35056
2,A1,5,6,140.341,2.36129
1,A4,5,3,139.949,2.52612
2,B1,5,17,137.134,2.30216
2,A6,5,20,136.237,2.31167
3,A2,5,11,135.429,2.27227
2,B1,5,16,135.181,2.28215
2,A1,5,16,134.761,2.27506
2,A6,5,23,134.528,2.27112
3,B1,5,16,133.971,2.26554
2,A3,5,11,132.612,2.27982
1,A4,5,1,132.348,2.2268
2,A1,5,7,131.69,2.20459
3,A1,5,11,131.408,2.20728
2,A1,5,9,129.893,2.20031
1,A4,5,4,128.879,2.17087
2,A6,5,24,128.092,2.15398
2,A1,5,10,128.045,2.15924
1,B1,5,24,127.43,2.56652
1,B2,5,6,127.016,2.1413
1,B1,5,23,126.918,2.13305
2,B1,5,11,126.617,2.15331
3,A3,5,5,126.507,2.13691
2,A1,5,17,126.298,2.12025
3,A5,5,5,125.65,2.12483
2,A6,5,17,125.563,2.11739
3,A2,5,24,124.041,2.20579
3,A6,5,11,123.582,2.0735
3,A6,5,4,123.53,2.114
1,A1,5,12,122.938,2.0708
2,A6,5,15,122.716,2.55478
2,A6,5,19,120.919,2.05408
3,A4,5,6,119.529,2.01225
2,B3,5,16,118.657,2.00771
1,A4,5,12,118.433,1.99491
3,A5,5,3,116.901,2.03893
2,A6,5,16,116.757,1.97333
3,A5,5,19,116.664,1.95962
3,A6,5,18,116.437,1.9847
1,A4,5,22,116.087,2.02005
3,A5,5,4,115.371,1.97438
3,A6,5,17,115.257,1.95459
2,B2,5,5,114.731,1.93256
2,B1,5,2,114.293,1.91124
1,A4,5,11,113.917,2.42202
1,A1,5,9,113.806,1.90733
3,A3,5,4,112.895,1.932
3,A3,5,25,112.792,1.90309
2,B2,5,12,112.238,2.01381
2,A2,5,10,111.363,1.88005
1,B2,5,4,110.12,1.84608
2,A6,5,18,109.607,1.86298
2,B2,5,9,109.421,1.85143
1,A4,5,10,109.044,1.83264
2,B2,5,22,108.764,1.84761
2,A5,5,7,107.78,1.80432
2,B3,5,3,107.704,1.8081
1,A4,5,21,107.512,1.81503
3,A4,5,18,107.242,1.82796
3,B1,5,18,107.081,1.82522
3,B1,5,19,107.046,1.79806
3,A4,5,19,106.992,1.79716
1,A4,5,20,106.827,1.78937
3,A5,5,25,106.546,1.79771
2,B1,5,1,106.289,1.78135
1,A4,5,14,106.009,1.78565
3,A6,5,5,105.795,1.78706
1,A2,5,21,105.785,1.77788
3,A4,5,20,105.187,1.76289
1,B1,5,1,104.699,1.84164
1,A4,5,25,104.676,1.77514
1,A4,5,9,104.564,1.75244
1,A4,5,8,103.847,1.74432
3,A4,5,10,103.71,1.74888
1,A4,5,23,103.567,1.74059
1,A4,5,19,103.064,1.73311
2,A3,5,1,101.584,1.71689
3,A3,5,8,100.445,1.70532
3,B1,5,17,99.4232,1.68607
2,A1,5,8,98.8625,1.68609
3,A6,5,8,98.7568,1.67666
3,A5,5,24,98.4652,1.75099
1,B2,5,23,98.1184,1.6481
3,A3,5,9,97.7491,1.7549
3,A5,5,12,97.3858,1.63214
1,A4,5,7,97.2659,1.6347
2,A1,5,18,97.0552,1.63482
3,A6,5,14,96.526,1.63417
3,A3,5,22,96.4129,1.62949
3,A6,5,9,96.284,1.72859
3,A2,5,18,96.2683,1.64091
1,A4,5,13,96.2526,1.61225
3,A6,5,1,96.2516,1.63044
2,A2,5,17,96.091,1.61315
3,A5,5,1,93.5453,1.5846
3,A6,5,7,93.4638,1.57698
3,A5,5,7,93.2273,1.57299
3,A5,5,2,92.8538,1.59085
3,A4,5,17,92.846,1.57453
3,A4,5,7,91.3025,1.54052
3,A3,5,15,91.2682,1.54515
3,A6,5,21,90.9347,2.00588
1,A4,5,18,90.0288,1.59153
1,B1,5,2,89.3123,1.49558
1,A4,5,24,88.8793,1.49291
3,B1,5,8,88.3091,1.49928
3,A6,5,19,88.0353,1.47874
1,A4,5,15,88.0311,1.47454
1,A2,5,18,87.8706,1.47887
3,A6,5,10,87.8064,1.4807
3,A2,5,25,87.1279,1.47008
1,B1,5,3,86.4757,1.44646
1,A1,5,25,85.9891,1.45825
1,A2,5,20,85.7377,1.44176
3,A6,5,6,85.5142,1.43961
3,A1,5,10,85.0667,1.43449
2,B2,5,10,84.3877,1.42305
3,A1,5,16,84.1509,1.436
3,A3,5,12,83.8086,1.40459
3,B1,5,20,83.4426,1.39846
1,A1,5,24,83.2409,1.3982
1,B1,5,4,82.8669,1.3892
1,A4,5,6,82.3392,1.38694
1,B2,5,1,82.176,1.44547
2,B2,5,21,81.5561,1.3699
1,A2,5,17,81.3366,1.37896
2,B2,5,11,80.624,1.37114
1,A2,5,22,79.7849,1.33492
2,A1,5,24,79.3761,1.33179
3,A6,5,20,79.1014,1.3257
3,A3,5,10,78.9401,1.33118
1,A1,5,8,78.6774,1.32155
3,A5,5,18,78.5763,1.33935
2,B2,5,14,77.787,1.36787
2,A1,5,23,76.9126,1.29263
2,B2,5,19,76.8305,1.28981
2,A1,5,19,76.3064,1.28101
3,A1,5,8,76.3004,1.2954
3,A1,5,9,76.1744,1.36757
1,A2,5,13,75.9032,1.28903
2,B1,5,18,75.5621,1.27279
3,B1,5,9,75.0227,1.34689
2,A3,5,7,75.0073,1.25568
2,B2,5,18,74.2684,1.251
3,A1,5,7,74.0599,1.24959
2,A1,5,25,73.8999,1.25394
3,B1,5,10,73.8395,1.24517
3,A5,5,10,73.8374,1.24513
2,A1,5,20,73.2417,1.22887
1,A4,5,16,72.9014,1.22179
1,A2,5,14,72.6681,1.23374
2,B2,5,20,72.2506,1.2136
3,A2,5,12,72.2321,1.21058
2,B2,5,4,72.1989,1.21138
1,A4,5,17,71.5695,1.21508
1,A1,5,21,71.5188,1.20739
3,A4,5,22,71.3331,1.20562
3,A3,5,21,71.1944,1.57044
2,A1,5,22,70.6194,1.19828
3,A5,5,13,68.8056,1.16882
3,A3,5,11,68.73,1.15317
1,A2,5,15,68.5108,1.15857
1,B1,5,5,68.4237,1.15351
3,A6,5,24,68.127,1.21149
1,A1,5,19,67.8187,1.14043
3,A4,5,8,67.6626,1.14875
2,A1,5,21,67.6518,1.13508
2,A3,5,6,67.6143,1.13636
1,A1,5,20,67.5315,1.13117
2,A2,5,7,65.8172,1.10183
3,A5,5,16,65.7518,1.11191
1,A2,5,19,65.7319,1.19438
2,B2,5,16,64.9729,1.09688
3,B1,5,12,64.0463,1.07339
1,A1,5,23,63.5966,1.06884
2,B1,5,20,62.7834,1.05458
1,B2,5,22,62.442,1.04475
2,A2,5,9,62.0887,1.05055
2,B1,5,9,61.755,1.04491
1,A1,5,22,61.5695,1.07138
1,B2,5,21,61.3743,1.03149
3,A5,5,8,60.7469,1.03134
3,A5,5,14,60.3286,1.02135
1,A2,5,16,60.2232,1.07444
3,A1,5,18,59.491,1.01404
1,A2,5,12,56.5814,0.955753
1,A1,5,18,56.4169,0.997337
3,A4,5,9,56.3124,1.01098
2,B2,5,1,56.0205,0.938878
1,A1,5,15,54.4955,0.91281
1,A1,5,13,54.4665,0.912325
3,A2,5,13,54.3969,0.924057
2,B2,5,13,54.2485,0.921014
2,B2,5,17,53.7635,0.903576
2,B2,5,6,52.4383,0.881303
2,A2,5,8,51.819,0.879268
3,A5,5,9,51.3737,0.922315
2,B2,5,8,50.9967,0.86434
3,A6,5,2,50.9552,0.873006
2,B2,5,15,50.8994,1.03313
2,B1,5,6,50.8903,0.856246
3,A5,5,17,50.809,0.861645
1,A2,5,23,49.6477,0.833936
1,A1,5,16,49.4572,0.828879
1,A2,5,25,48.4017,0.818967
2,B1,5,10,47.5163,0.801276
2,A3,5,9,47.2772,0.799942
3,A1,5,19,47.0657,0.790566
1,A1,5,1,46.9602,0.790122
3,A2,5,17,46.916,0.795623
2,A3,5,19,46.9128,0.79021
3,A2,5,10,46.8241,0.789602
3,A3,5,24,46.735,0.831079
2,A3,5,16,46.7152,0.788653
3,A5,5,15,46.641,0.789623
1,A1,5,17,46.0476,0.781782
1,A3,5,21,45.5316,0.769105
3,B1,5,6,44.0938,0.742308
1,A1,5,14,43.4751,0.732304
2,A3,5,8,43.1068,0.730613
1,A2,5,24,41.3896,0.833615
1,A3,5,20,40.1428,0.6724
2,B1,5,8,39.43,0.668297
2,A3,5,17,38.9716,0.654243
3,A2,5,14,38.8618,0.657922
1,A1,5,7,38.4799,0.646712
3,A1,5,17,38.316,0.649782
3,B1,5,7,38.092,0.642713
2,A3,5,12,38.0428,0.682577
2,A2,5,16,37.1696,0.62821
2,A2,5,6,37.0606,0.622857
1,A3,5,19,36.1729,0.608963
1,A3,5,22,34.9838,0.608759
2,B2,5,7,34.8316,0.583112
1,A3,5,24,33.1749,0.557241
2,A3,5,10,31.3165,0.528095
1,A3,5,25,31.1082,0.527548
2,A3,5,18,31.0109,0.522354
2,A3,5,20,30.7871,0.517714
1,A3,5,23,30.4309,0.511437
3,A2,5,15,28.1107,0.475909
2,B1,5,7,27.9659,0.468172
1,A3,5,12,27.721,0.466939
1,A3,5,10,27.6065,0.463968
2,B2,5,3,27.5269,0.462112
2,B2,5,2,27.5109,0.460042
2,B1,5,19,27.1733,0.456176
1,A1,5,3,26.4015,0.476555
1,A3,5,17,24.4188,0.414574
1,A3,5,13,24.1987,0.405332
1,A3,5,11,23.9925,0.510833
1,A1,5,2,23.8578,0.399846
1,A3,5,9,23.8177,0.39962
1,A3,5,14,21.9786,0.370213
3,A2,5,9,21.8801,0.392815
1,A3,5,18,21.6803,0.383265
2,B3,5,2,21.1592,0.353829
1,A3,5,16,19.7994,0.331829
1,A3,5,7,18.6593,0.313598
1,A3,5,15,18.0458,0.302271
2,B3,5,1,17.5011,0.29331
1,A3,5,8,17.421,0.292621
1,A1,5,5,16.3006,0.273648
1,A1,5,4,16.2104,0.273052
3,A2,5,16,15.8095,0.267349
1,A3,5,3,11.4575,0.206812
1,A3,5,1,11.4511,0.192669
3,A2,5,8,11.3047,0.191927
1,A1,5,6,10.0269,0.168895
1,A3,5,4,9.55261,0.160906
1,A3,5,2,8.25113,0.138285
1,A3,5,5,7.11073,0.119372
3,A3,5,1,6.6039,0.111866
3,A3,5,2,6.13574,0.105123
1,A3,5,6,5.86118,0.0987266
3,A3,5,3,4.98073,0.086872
3,B1,5,4,3.9146,0.0669915
3,B1,5,3,3.38213,0.0589898
3,A1,5,12,2.60952,0.0437343
3,B1,5,1,2.58781,0.0438358
3,A2,5,7,1.38482,0.0233656
3,B1,5,2,1.27414,0.0218296
3,B1,5,5,0.847878,0.0143221
3,A2,5,2,0.540898,0.00926706
3,A2,5,5,0.466383,0.00787793
3,A2,5,6,0.466383,0.00785141
3,A2,5,1,0,0
3,A2,5,3,0,0
3,A2,5,4,0,0
1,B6,6,14,625.353,10.6171
1,B5,6,14,441.851,7.50161
1,B5,6,23,410.223,6.89055
1,B5,6,25,403.436,6.82623
1,B5,6,4,401.434,6.72972
1,B5,6,15,359.979,6.0875
1,B5,6,24,357.907,7.20849
1,B5,6,3,354.436,5.9286
1,B5,6,5,347.298,5.85489
1,B6,6,15,319.733,5.40691
1,B6,6,2,300.449,5.03117
1,B5,6,22,298.232,4.98987
1,B6,6,13,284.256,4.82737
1,B6,6,6,273.577,4.61208
1,B5,6,2,232.855,3.90363
1,B6,6,11,214.835,3.64225
1,B6,6,3,201.118,3.36407
1,B5,6,21,195.247,3.28141
1,B4,6,21,194.365,3.28499
1,B6,6,4,193.94,3.25125
3,B2,6,25,185.983,3.13803
3,B2,6,23,185.579,3.12418
1,B4,6,23,184.429,3.0996
3,B2,6,12,180.336,3.02235
3,B2,6,10,179.972,3.0349
1,B5,6,16,179.881,3.20925
1,B6,6,5,179.17,3.02052
3,B2,6,24,177.385,3.1544
3,B3,6,3,177.23,3.09117
3,B2,6,17,176.872,2.99949
1,B4,6,20,174.458,2.9222
3,B2,6,11,174.076,2.9207
1,B4,6,22,172.172,2.99599
3,B2,6,18,171.897,2.93002
3,B3,6,18,171.479,2.9229
3,B2,6,19,171.469,2.88018
3,B2,6,20,168.437,2.82293
3,B2,6,22,167.878,2.83734
1,B5,6,18,165.853,2.79132
1,B5,6,17,164.935,2.79625
1,B6,6,10,164.846,2.75659
3,B3,6,5,164.368,2.77958
1,B6,6,8,162.111,2.71539
3,B2,6,9,159.878,2.87029
1,B5,6,20,159.216,2.67736
1,B6,6,7,157.849,2.65512
1,B4,6,17,157.829,2.67956
1,B4,6,24,157.727,2.64935
3,B2,6,13,156.908,2.66544
1,B4,6,10,155.615,2.61534
1,B5,6,19,155.339,2.82259
1,B6,6,9,153.428,2.5721
3,B3,6,1,150.599,2.55105
1,B4,6,19,150.404,2.52918
3,B3,6,9,149.53,2.68452
1,B4,6,18,146.194,2.58442
1,B4,6,11,145.814,3.10019
1,B4,6,12,145.667,2.45365
1,B4,6,13,141.121,2.3638
3,B3,6,7,140.073,2.3634
1,B6,6,1,139.872,2.46033
3,B2,6,14,137.35,2.3253
1,B4,6,25,132.513,2.24722
3,B3,6,8,131.803,2.23771
3,B3,6,2,131.368,2.25071
1,B4,6,9,130.145,2.18117
3,B3,6,11,129.447,2.17189
3,B3,6,19,129.363,2.17292
1,B4,6,14,127.541,2.14834
1,B3,6,11,123.657,2.6291
3,B2,6,21,122.935,2.71176
3,B3,6,10,121.909,2.05577
3,B2,6,15,121.902,2.06378
1,B4,6,15,119.74,2.00566
3,B2,6,16,119.165,2.01517
3,B3,6,21,116.045,2.55978
1,B6,6,12,111.366,1.88116
3,B2,6,8,111.347,1.89042
3,B3,6,4,110.999,1.89955
1,B4,6,8,107.348,1.80313
1,B3,6,10,102.228,1.7181
1,B5,6,10,102.205,1.70908
1,B4,6,7,101.577,1.70715
3,B3,6,12,100.754,1.6886
1,B5,6,13,99.4572,1.68903
1,B4,6,16,97.6461,1.6365
1,B5,6,11,95.6844,1.62221
3,B3,6,20,95.6446,1.60296
3,B3,6,13,95.0189,1.61412
1,B5,6,9,94.2033,1.57924
3,B3,6,6,93.8821,1.58048
3,B3,6,15,92.666,1.56881
1,B5,6,12,91.0744,1.53926
1,B5,6,8,83.0936,1.39183
3,B3,6,17,77.7607,1.3187
3,B2,6,7,77.5891,1.30913
1,B4,6,2,72.4075,1.21352
1,B4,6,1,71.9777,1.21105
3,B3,6,16,70.3094,1.18898
1,B4,6,5,69.5575,1.16771
1,B6,6,16,69.0491,1.2319
1,B4,6,4,68.957,1.16153
1,B3,6,9,65.4306,1.09659
1,B5,6,7,57.2572,0.9631
1,B5,6,6,56.9465,0.960031
1,B6,6,21,56.0544,0.942076
3,B3,6,14,54.2836,0.919008
1,B4,6,6,53.7215,0.904897
1,B4,6,3,53.1589,0.959535
3,B2,6,6,52.5883,0.885313
1,B6,6,25,52.1502,0.882392
3,B3,6,25,51.5375,0.869573
1,B6,6,22,46.5065,0.778124
3,B3,6,22,42.8241,0.723776
1,B6,6,19,42.3401,0.769341
1,B6,6,20,41.435,0.696766
1,B6,6,23,36.2112,0.608242
3,B3,6,23,34.6767,0.583775
1,B3,6,8,34.2655,0.575561
3,B3,6,24,31.7831,0.565192
1,B6,6,18,26.9353,0.453323
1,B6,6,17,26.6053,0.45106
1,B6,6,24,25.1838,0.507221
1,B3,6,24,21.4963,0.361075
1,B3,6,1,21.0788,0.354658
1,B3,6,23,20.2782,0.340805
1,B3,6,2,17.5486,0.294108
1,B3,6,22,14.5137,0.252555
1,B3,6,20,11.9965,0.200944
1,B3,6,21,9.97276,0.168361
1,B3,6,25,9.72098,0.164854
3,B2,6,1,9.25659,0.156801
1,B3,6,3,9.04169,0.163205
1,B3,6,15,7.75662,0.129925
1,B3,6,5,7.74293,0.129986
1,B3,6,14,7.62963,0.128515
1,B3,6,7,7.26636,0.122122
3,B2,6,4,7.04766,0.120609
3,B2,6,5,5.96782,0.100806
3,B2,6,2,5.09366,0.0872687
1,B3,6,4,5.09156,0.0857634
3,B2,6,3,4.94873,0.086314
1,B3,6,17,4.68529,0.0795454
1,B3,6,16,4.52325,0.0758078
1,B3,6,12,3.59216,0.0605072
1,B3,6,18,3.36684,0.0595191
1,B3,6,6,2.89518,0.0487672
1,B3,6,13,1.51183,0.0253236
1,B3,6,19,1.3067,0.0219732
1,B5,6,1,0,0
3,A4,7,3,630.196,10.8094
3,A4,7,2,591.972,10.0163
3,A4,7,1,582.094,10.4316
3,A4,7,5,578.494,10.1193
3,A4,7,24,540.097,9.06698
3,A4,7,4,537.725,9.3679
3,A4,7,14,510.938,8.70904
3,A4,7,13,499.47,8.50392
3,A4,7,15,490.158,8.47523
3,A4,7,12,454.008,7.68192
3,A6,7,23,428.713,7.30336
3,A3,7,10,425.47,7.17075
3,A3,7,1,418.125,8.74117
3,A4,7,25,399.425,6.73935
3,A6,7,1,399.237,7.64812
3,C2,7,12,399.01,6.74373
3,C2,7,16,382.941,6.80977
3,C3,7,12,381.181,6.4424
3,C4,7,6,376.789,6.46653
3,C3,7,10,375.659,7.79905
3,A3,7,12,374.477,6.36497
3,A3,7,9,373.768,6.30645
3,C4,7,5,370.829,6.33887
3,C4,7,15,367.585,6.26912
3,C2,7,6,355.332,5.99202
3,C3,7,24,352.711,5.90797
3,C3,7,11,348.086,5.87313
3,A6,7,3,345.264,6.25092
3,A6,7,24,341.803,5.85939
3,C4,7,13,337.765,5.67347
3,A6,7,2,337.302,6.18894
3,C4,7,4,336.415,5.79685
3,C3,7,14,335.73,5.65512
3,A6,7,12,334.461,5.68481
3,A6,7,13,331.378,5.77306
3,A3,7,11,326.543,5.6042
3,A6,7,5,325.685,5.74392
3,C3,7,13,322.973,5.42499
3,C2,7,13,322.903,5.42383
3,C2,7,11,317.786,5.36189
3,A3,7,8,313.398,5.26123
3,C4,7,14,312.996,5.26627
3,C2,7,14,305.071,5.13292
3,C3,7,15,302.035,5.15118
3,C4,7,12,301.685,5.09884
3,C2,7,25,299.398,5.01778
3,A6,7,4,295.988,5.25726
3,C2,7,24,292.868,4.90559
3,C4,7,3,292.513,4.98594
3,C2,7,15,286.179,4.88631
3,A3,7,2,285.732,7.67398
3,A4,7,23,282.111,4.74927
3,A6,7,15,281.858,4.84841
3,A3,7,6,281.295,4.76496
3,C3,7,23,280.966,4.75938
3,C3,7,25,279.745,4.68839
3,C2,7,23,276.685,4.65272
3,C3,7,22,276.398,4.98008
3,C3,7,5,270.404,4.62223
3,C4,7,2,266.897,4.51086
3,C3,7,3,264.983,4.51669
3,C3,7,4,264.25,4.55597
3,C2,7,4,257.101,4.43017
3,C3,7,21,255.992,4.31683
3,C3,7,2,252.983,4.27571
3,C2,7,22,251.595,4.52231
3,C3,7,7,249.079,4.52863
3,C2,7,1,248.315,4.42886
3,A6,7,14,244.56,4.23353
3,C4,7,16,244.046,4.45876
3,A3,7,5,243.806,4.22047
3,C2,7,3,243.371,4.14832
3,A3,7,15,237.833,4.07243
3,C2,7,5,237.205,4.05473
3,C2,7,21,237.161,4.0038
3,A3,7,4,233.439,4.02706
3,C4,7,25,232.051,3.88907
3,A3,7,7,227.969,4.14484
3,A3,7,13,225.924,3.80979
3,C4,7,23,225.798,3.80554
3,C4,7,24,224.182,3.75509
3,C4,7,22,219.307,3.94194
3,A3,7,25,216.26,3.64273
3,C2,7,2,215.371,3.64414
3,A6,7,11,213.087,4.45783
3,C4,7,11,212.794,3.5904
3,A3,7,3,212.016,3.61797
3,A3,7,22,198.338,3.56932
3,C4,7,21,196.827,3.31912
3,A6,7,25,188.059,3.19824
3,A1,7,3,184.891,3.15151
3,A1,7,12,173.501,2.93236
3,A3,7,21,172.004,2.90053
3,C3,7,6,171.005,2.87399
3,A4,7,22,165.881,2.98164
3,A1,7,24,165,2.76378
3,A3,7,24,164.299,2.7582
3,A1,7,11,163.168,2.75308
3,C3,7,1,161.348,2.87774
3,C4,7,1,161.32,2.87724
3,A4,7,16,161.239,2.86387
3,C2,7,9,159.387,2.68928
3,A1,7,13,155.835,2.61757
3,C2,7,19,155.414,4.01582
3,A1,7,2,153.374,2.59221
3,A1,7,23,152.398,2.56271
3,C4,7,17,150.917,2.59749
3,A1,7,22,149.503,2.68725
3,A1,7,10,144.168,2.42976
3,A3,7,18,143.627,2.44677
3,C2,7,17,143.177,2.46429
3,A1,7,4,142.556,2.45642
3,A1,7,25,141.676,2.37443
3,A3,7,20,141.268,2.58571
3,A6,7,8,141.115,264.587
3,A1,7,1,140.122,2.49917
3,C3,7,16,140.046,2.48747
3,A3,7,17,138.261,2.37968
3,A1,7,5,132.832,2.27061
3,A1,7,8,130.153,2.18497
3,A1,7,9,128.248,2.16388
3,A1,7,15,126.663,2.16023
3,A4,7,11,125.173,2.11199
3,A6,7,9,119.154,238.304
3,A6,7,10,115.906,217.321
3,A1,7,14,115.116,1.93687
3,A3,7,23,114.673,1.92833
3,A1,7,21,114.166,1.92519
3,A3,7,16,107.588,1.91095
3,A3,7,19,105.076,2.7151
3,C4,7,9,102.067,1.72213
3,A3,7,14,101.824,1.71322
3,A4,7,6,92.0341,1.54677
3,A6,7,16,91.8755,1.64551
3,C4,7,10,88.7726,1.49615
3,A1,7,7,86.0173,1.56393
3,A1,7,16,81.4845,1.44731
3,A4,7,9,79.1649,1.33572
3,C4,7,7,78.5825,1.42875
3,A1,7,20,75.8831,1.38893
3,A1,7,17,75.5173,1.29976
3,A1,7,6,74.4596,1.25141
3,A4,7,21,72.626,1.22608
3,A4,7,8,72.2925,1.21362
3,A4,7,10,70.4445,1.18725
3,A4,7,17,69.0215,1.18796
3,A4,7,18,67.8004,1.15502
3,C2,7,10,66.5236,1.12117
3,A4,7,7,65.2621,1.18657
3,A4,7,20,64.1218,1.17366
3,A1,7,18,63.9316,1.08911
3,C2,7,8,62.2472,1.04499
3,A6,7,22,59.7478,1.07394
3,C4,7,18,56.9931,0.970909
3,C3,7,9,56.4112,282.05
3,C3,7,17,55.6325,0.957517
3,C2,7,20,46.4291,0.84982
3,A6,7,6,46.1793,14.4308
3,A6,7,17,44.6227,0.768021
3,C3,7,18,43.5776,0.742369
3,C2,7,7,42.7319,0.776932
3,A1,7,19,37.5815,0.971085
3,A6,7,18,37.0275,0.630783
3,A6,7,7,36.9259,184.626
3,C2,7,18,36.8444,0.627664
3,A6,7,21,35.907,0.606871
3,A4,7,19,33.7003,0.870795
3,C3,7,20,32.6112,0.596903
3,C4,7,8,29.3886,0.493365
3,C3,7,19,27.4204,0.708529
3,A6,7,20,22.4299,0.410548
3,A6,7,19,18.439,0.476452
3,C4,7,20,8.18269,0.149773
3,C4,7,19,6.46613,0.167081
3,B3,8,6,417.487,7.21038
3,B3,8,3,271.211,4.62286
3,B3,8,16,264.708,4.7867
2,B2,8,21,250.612,4.33579
2,B2,8,23,243.016,4.09112
2,B2,8,22,241.216,4.12799
2,B2,8,11,236.362,3.97688
3,B3,8,4,235.882,4.1455
2,B2,8,8,235.052,3.94819
3,B3,8,5,230.582,3.98236
3,B3,8,14,226.532,3.81147
2,B2,8,12,224.551,3.77603
2,B2,8,9,224.34,3.78522
3,B3,8,2,223.535,3.83857
2,B2,8,14,222.509,3.76278
2,B2,8,10,219.577,3.71111
2,B2,8,24,205.188,3.4485
3,B3,8,25,204.786,3.43212
3,B3,8,15,200.167,3.41383
2,B2,8,13,197.858,3.4895
3,B3,8,23,195.965,3.29902
2,B2,8,7,193.533,3.24716
3,B3,8,13,192.587,3.23491
2,B2,8,25,191.077,3.21134
2,B2,8,6,185.378,3.14729
3,B3,8,24,183.901,3.08038
2,B2,8,15,172.061,2.8966
2,B3,8,25,164.573,2.76589
2,B2,8,19,164.082,2.75456
2,B2,8,20,162.408,2.74334
3,B3,8,22,160.389,2.88639
3,B3,8,12,155.746,2.63823
3,B3,8,17,141.424,2.4369
2,B2,8,18,133.227,2.25169
3,B3,8,1,124.681,2.27654
3,B3,8,21,117.934,1.99773
2,B3,8,24,116.164,1.95231
2,B3,8,23,113.39,1.90889
2,B3,8,15,110.935,1.86757
2,B2,8,17,108.802,1.83167
3,B3,8,18,107.1,1.8245
3,B3,8,20,90.7732,1.66147
2,B3,8,14,85.4547,1.4451
3,B3,8,19,77.6977,2.00766
3,B3,8,11,57.0226,0.964835
2,B3,8,17,55.3343,0.931542
2,B3,8,10,53.4485,0.903341
2,B3,8,16,51.7937,0.875867
2,B2,8,16,51.1525,0.865025
3,B3,8,10,51.0055,0.859632
2,B3,8,8,48.3074,0.811423
2,B3,8,22,48.0334,0.82201
2,B3,8,9,47.8284,0.806993
2,B3,8,7,46.4776,0.779815
3,B3,8,7,44.5214,0.809469
2,B3,8,11,43.4783,0.731537
3,B3,8,9,41.9048,0.707046
2,B3,8,19,37.6009,0.631233
2,B3,8,18,35.11,0.5934
2,B3,8,12,33.7231,0.567085
2,B3,8,20,32.7804,0.553714
2,B3,8,2,31.2812,0.530783
2,B3,8,21,28.3574,0.490603
2,B3,8,6,24.6898,0.419175
3,B3,8,8,24.4264,0.410062
2,B3,8,13,18.6658,0.329198
2,B3,8,1,17.7492,0.493026
2,B3,8,3,14.7562,0.248277
2,B2,8,2,7.59932,0.128946
2,B3,8,4,6.35234,0.115917
2,B2,8,1,5.74782,0.159659
2,B3,8,5,5.3303,0.091115
2,B2,8,4,3.90417,0.0712431
2,B2,8,3,1.55566,0.0261744
2,B2,8,5,0.77783,0.0132962
